Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type,31-07-2025,Estimated Asset Value (USD),Missing Valuation
AL2056,"REGENCY CENTER, HUNTSVILLE, AL",,L,4,400 MERIDIAN ST N,HUNTSVILLE,AL,35801,34.7351811,-86.586683,2175.0,,2000.0,105,Dale Strong,Active,BUILDING,384483.3576,836251302.78,False
OK0041,ED EDMONDSON U.S. COURTHOUSE,,F,7,101 N 5TH ST,MUSKOGEE,OK,74401,35.75019,-95.374383,116814.21,,1915.0,4002,Josh Brecheen,Active,BUILDING,120336.2194,14056980403.597675,False
TX2781,10222 SAN PEDRO AVE,,L,7,10222 SAN PEDRO AVE,SAN ANTONIO,TX,78216,29.5344656,-98.494833,33906.0,,2009.0,4821,Chip Roy,Active,BUILDING,295560.8677,10021286780.2362,False
NC2126,BUCK SHOALS BUS. PK,,L,4,44 BUCK SHOALS RD,ARDEN,NC,28704,35.46068,-82.516561,4800.0,,2000.0,3711,Chuck Edwards,Active,BUILDING,456891.9641,2193081427.68,False
OR6732,4310 S MACADAM AVE,,L,10,4310 SW MACADAM AVE,PORTLAND,OR,97239,45.4922219,-122.67293,54618.0,,2013.0,4101,Suzanne Bonamici,Active,BUILDING,613202.3996,33491888661.3528,False
MO1936,SOCIAL SECURITY BUILDING - KCMO,,L,6,6320 EUCLID AVE,KANSAS CITY,MO,64132,39.0125352,-94.563133,11198.0,,2000.0,2905,Emanuel Cleaver,Active,BUILDING,115524.3161,1293641291.6878,False
WA0540,KENNETH G WARD LAND PORT OF ENTRY,KENNETH G WARD LPOE,F,10,9949 GUIDE MERIDIAN RD,LYNDEN,WA,98264,49.002102,-122.4854685,16420.96,,1986.0,5302,Rick Larsen,Active,BUILDING,619716.3826,10176337930.019295,False
KY3121,"SSA BLDG - BUENA VISTA, LEXINGTON, KY",,L,4,2241 BUENA VISTA RD,LEXINGTON-FAYETTE,KY,40505,38.04359,-84.426931,44000.0,,2000.0,2106,Andy Barr,Active,BUILDING,223078.2793,9815444289.199999,False
NC1226,MARITIME WOODS BUILDING 7,,L,4,201 ETHERIDGE RD,MANTEO,NC,27954,35.9250361,-75.692966,7543.0,,2000.0,3703,Gregory Murphy,Active,BUILDING,521013.6289,3930005802.7927003,False
MD0325,BOWIE COMPUTER CENTER,,F,11,17101 MELFORD BLVD,BOWIE,MD,20715,38.958012,-76.7111,120704.81,,1997.0,2405,Steny Hoyer,Active,BUILDING,498456.515,60166098936.33715,False
NH6136,BIRCH POND OFFICE PARK,,L,1,410 AMHERST ST,NASHUA,NH,3063,42.786131,-71.511335,8403.0,,1983.0,3302,Ann Kuster,Active,BUILDING,458839.8419,3855631191.4857,False
WY1356,NORTH DISTRICT RANGER'S OFFICE,,L,8,203 YELLOWSTONE AVE,CODY,WY,82414,44.516304,-109.09545,6066.0,,2000.0,5600,Harriet Hageman,Active,BUILDING,515586.3235,3127546638.351,False
KY1050,"CORPORATE PLAZA, LEXINGTON, KY",,L,4,771 CORPORATE DR,LEXINGTON-FAYETTE,KY,40503,38.01327,-84.552321,39235.0,,2000.0,2106,Andy Barr,Active,BUILDING,338015.8805,13262053071.417501,False
CO2147,115 2ND AVE.,,L,8,115 2ND AVE,AULT,CO,80610,40.58321,-104.733,3978.0,,2000.0,804,Ken Buck,Active,BUILDING,440157.8249,1750947827.4522,False
MO2012,11132 SOUTH TOWNE SQUARE,,L,6,11132 S TOWNE SQ,ST. LOUIS,MO,63123,38.51591,-90.335311,3392.0,,1984.0,2902,Ann Wagner,Active,BUILDING,245852.061,833930190.912,False
VI3977,HENRY E. ROHLSEN AIRPORT,,L,2,HENRY E. ROHLSEN AIRPORT,SAINT CROIX,VI,821,17.699161,-64.797437,2623.0,,2000.0,7898,Stacey Plaskett,Active,BUILDING,,,True
MI1869,60 E. GRAND AVENUE,,L,5,60 E GRAND,HIGHLAND PARK,MI,48203,42.404973,-83.094009,13013.0,,2000.0,2613,Shri Thanedar,Active,BUILDING,65089.37401,847008023.99213,False
KY3041,140 FLYNN AVENUE,,L,4,140 FLYNN AVE,FRANKFORT,KY,40601,38.18837,-84.842911,14124.0,,2000.0,2101,James Comer,Active,BUILDING,238202.0177,3364365297.9948,False
UT1495,BELLA VISTA PLAZA,,L,8,2069 N MAIN ST,CEDAR CITY,UT,84721,37.71502,-113.062,1433.0,,2000.0,4902,Chris Stewart,Active,BUILDING,415370.3184,595225666.2672,False
CT3453,BDL AIRPORT TERMINAL A,,L,1,BRADLEY FIELD,WINDSOR LOCKS,CT,6096,41.903259,-72.648688,4918.0,,2000.0,901,John Larson,Active,BUILDING,316448.7821,1556295110.3678,False
ID0505,EASTPORT VEHICLE INSPECTION,EASTPORT LPOE,F,10,US HIGHWAY 95,EASTPORT,ID,83826,48.9996522,-116.18206,1178.76,,1987.0,1601,Russ Fulcher,Active,BUILDING,,,True
TX7017,USBS PROGRESO PRIMARY INSPECTION,USBS PROGRESO,L,7,100 S INTERNATIONAL BLVD,WESLACO,TX,78596,26.1606738,-97.958514,7105.0,,1983.0,4834,Vicente Gonzalez,Active,BUILDING,166194.36,1180810927.8,False
MO2062,880 RUE ST. FRANCOIS,,L,6,880 RUE ST FRANCOIS,FLORISSANT,MO,63031,38.7918509,-90.323824,10291.0,,2000.0,2901,Cori Bush,Active,BUILDING,176907.9515,1820559728.8865,False
DC0521,EPA EAST,ICC-LABOR COMPLEX,F,11,1201 CONSTITUTION AVE NW,WASHINGTON,DC,20460,38.8927602,-77.029009,436678.01,,1935.0,1198,Eleanor Norton,Active,BUILDING,,,True
TX1514,WACO USPO / COURTHOUSE,,L,7,800 FRANKLIN AVE,WACO,TX,76701,31.553038,-97.133291,115167.0,,1935.0,4817,Pete Sessions,Active,BUILDING,297098.8292,34215980862.4764,False
CA0622,ANDRADE LPOE ADMINISTRATIVE BUILDING,ANDRADE LPOE,F,9,235 ANDRADE RD,WINTERHAVEN,CA,92283,32.7184309,-114.72816,3215.59,,1958.0,625,Raul Ruiz,Active,BUILDING,,,True
TX0410,USBS DEL RIO SECONDARY INSPECTION,USBS DEL RIO,F,7,3140 SPUR 239 INTERNATIONAL BRIDGE,DEL RIO,TX,78840,29.334192,-100.91815,23622.22,,2009.0,4823,Tony Gonzales,Active,BUILDING,212708.1422,5024638530.8396845,False
NC2174,US COURTHOUSE ANNEX,,L,4,207 S EVANS ST,GREENVILLE,NC,27858,35.614126,-77.372223,30058.0,,2000.0,3701,Donald Davis,Active,BUILDING,263907.6469,7932536050.5202,False
AZ0362,SAN LUIS II NII INSPECTION BLDG-HAZMAT ISO,SAN LUIS II EAST LPO,F,9,1375 S AVENUE E,SAN LUIS,AZ,85349,32.4802,-114.70059,11092.64,,2008.0,407,Raul Grijalva,Active,STRUCTURE,254590.3201,2824078768.354064,False
DC0033,MARY E. SWITZER BUILDING,,F,11,330 C ST SW,WASHINGTON,DC,20024,38.8854609,-77.0163148,555888.17,,1940.0,1198,Eleanor Norton,Active,BUILDING,401157.88,222998919794.27963,False
KS1570,LIBERAL MID-AMERICA REGIONAL AIRPORT,,L,6,720 TERMINAL RD,LIBERAL,KS,67901,37.04463,-100.95224,494.0,,2000.0,2001,Tracey Mann,Active,BUILDING,146569.6117,72405388.1798,False
MD0487,THOMAS JOHNSON DRIVE,,L,3,201 THOMAS JOHNSON DR,FREDERICK,MD,21702,39.44007,-77.411311,3739.0,,2000.0,2406,David Trone,Active,BUILDING,463581.1075,1733329760.9424999,False
NY7071,NEW WINDSOR BUS PARK,,L,2,300 COMMERCE DR,NEW WINDSOR,NY,12553,41.48173,-74.064371,12034.0,,2000.0,3618,Patrick Ryan,Active,BUILDING,431222.2742,5189328847.7228,False
UT1493,BOULEVARD OFFICE PARK,,L,8,229 E. ST GEORGE BLVD,ST. GEORGE,UT,84770,37.11076,-113.578,2215.0,,2010.0,4902,Chris Stewart,Active,BUILDING,485533.2543,1075456158.2745,False
FL3339,CARROLLWOOD CROSSING,,L,4,4014 GUNN HIGHWAY,TAMPA,FL,33618,28.038383,-82.509108,14329.0,,1986.0,1214,Kathy Castor,Active,BUILDING,469233.3011,6723643971.4619,False
LA1376,COAST GUARD BUILDING,,L,7,6041 CRESTMOUNT DR,BATON ROUGE,LA,70809,30.39321,-91.056021,3232.0,,2000.0,2206,Garret Graves,Active,BUILDING,312820.9254,1011037230.8928,False
NY6438,5795 WIDEWATERS PARK,,L,2,5795 WIDEWATERS PKWY,SYRACUSE,NY,13214,43.05014,-76.061191,3373.0,,2000.0,3622,Brandon Williams,Active,BUILDING,305346.0993,1029932392.9389,False
MO1997,800 SOUTH BYPASS,,L,6,800 SOUTH BYP,KENNETT,MO,63857,36.2283392,-90.044786,7316.0,,2000.0,2908,Jason Smith,Active,BUILDING,111774.5697,817742751.9252,False
NV7697,SILVER CREST BUSINESS CTR,,L,9,557 W SILVER ST,ELKO,NV,89801,40.82528,-115.76864,853.38,,1998.0,3202,Mark Amodei,Active,BUILDING,360050.8389,307260184.900482,False
FL3431,3924 COCONUT PALM,,L,4,3924 COCONUT PALM DR,TAMPA,FL,33619,27.9805051,-82.3495471,49368.0,,2023.0,1215,Laurel Lee,Active,BUILDING,284197.5099,14030262668.7432,False
MT5640,555 CORPORATE DR.,,L,8,555 CORPORATE DR,KALISPELL,MT,59901,48.200436,-114.33851,6733.98,,2000.0,3001,Ryan Zinke,Active,BUILDING,548591.9391,3694207146.0606174,False
CO1973,"OCEAN WAVES, INC",,L,8,190 W PALMER LAKE DR,PUEBLO,CO,81007,38.31694,-104.749,2440.0,,2000.0,803,Lauren Boebert,Active,BUILDING,406435.373,991702310.12,False
OH2085,NORTH POINT TOWER,,L,5,1001 LAKESIDE AVE E,CLEVELAND,OH,44114,41.50656,-81.690421,76446.0,,2000.0,3911,Shontel Brown,Active,BUILDING,233484.5401,17848959152.4846,False
PA0913,SCRANTON ENTERPRISE CENTER,,L,3,201 LACKAWANNA AVE,SCRANTON,PA,18503,41.40911,-75.668071,4670.0,,2000.0,4208,Matt Cartwright,Active,BUILDING,153095.5227,714956091.0090001,False
DC0007,VETERANS ADMIN,,F,11,810 VERMONT AVE NW,WASHINGTON,DC,20005,38.900841,-77.0351256,622815.93,,1919.0,1198,Eleanor Norton,Active,BUILDING,514259.7402,320289158354.22144,False
OK1556,6525 N MERIDIAN AVENUE,,L,7,6525 N MERIDIAN AVE,OKLAHOMA CITY,OK,73116,35.53853,-97.601871,7607.0,,1983.0,4005,Stephanie Bice,Active,BUILDING,323493.9012,2460818106.4284,False
PA0969,HIGH POINT BOULEVARD,,L,3,3450 HIGH POINT BLVD,BETHLEHEM,PA,18017,40.660056,-75.416031,7301.0,,2024.0,4207,Susan Wild,Active,BUILDING,380378.198,2777141223.598,False
AK0037,ALCAN POLE BUILDING,ALCAN LPOE,F,10,MILEPOST 1221.8 ALASKA HWY,TOK,AK,99780,62.6219095,-141.00976,1026.07,,1971.0,200,Mary Peltola,Active,BUILDING,,,True
TX2634,3101 FM 2004,,L,7,3101 FM-2004,TEXAS CITY,TX,77591,29.4106921,-95.031223,41132.0,,2000.0,4814,Randy Weber,Active,BUILDING,242744.8298,9984580339.333601,False
VA0070,MISSION RIDGE I AND II,,L,11,15020 CONFERENCE CENTER DR,CHANTILLY,VA,20151,38.87828,-77.466361,175000.0,,2007.0,5111,Gerald Connolly,Active,BUILDING,773821.7402,135418804535.0,False
CA0342,SYLPOE SOUTHBOUND PRIMARY VEHICLE INSPECTION,SAN YSIDRO LPOE,F,9,5715 CAMIONES WAY,SAN YSIDRO,CA,92173,32.54265,-117.03385,3131.56,,2019.0,652,Juan Vargas,Active,BUILDING,677404.4819,2121332779.338764,False
TX2128,UNION BOWER BUSINESS PARK,,L,7,200 UNION BOWER CT,IRVING,TX,75061,32.82583,-96.906151,7992.0,,2000.0,4806,Jake Ellzey,Active,BUILDING,301508.3009,2409654340.7928,False
VT0602,"LPOE GARAGE, BEEBE PLAIN","LPOE, Beebe Plain",F,1,3136 BEEBE ROAD,BEEBE PLAIN,VT,5855,45.005516,-72.141655,308.08,,1937.0,5000,Becca Balint,Active,BUILDING,278836.3306,85903896.73124799,False
IA1475,SOUTHEAST IOWA REGIONAL APT.,,L,6,2501 SUMMER ST,BURLINGTON,IA,52601,40.7804888,-91.117485,681.0,,2000.0,1901,Mariannette Miller-Meeks,Active,BUILDING,125520.3946,85479388.7226,False
DC0554,MARKET SQUARE NORTH,,L,11,401 9TH ST NW,WASHINGTON,DC,20004,38.89544,-77.023641,24053.0,,1999.0,1198,Eleanor Norton,Active,BUILDING,443126.9805,10658533261.9665,False
AL2262,DAU BUILDING,,L,4,7115 OLD MADISON PIKE,HUNTSVILLE,AL,35806,34.71325,-86.685586,62500.0,,2009.0,105,Dale Strong,Active,BUILDING,357972.2152,22373263450.0,False
MD1807,8831 SPRINGFIELD RD,,L,11,8831 SPRINGFIELD RD,LAUREL,MD,20708,39.0129529,-76.817927,64.0,,2000.0,2404,Glenn Ivey,Active,BUILDING,494902.6304,31673768.3456,False
IN1741,RICHMOND IN SOCIAL SECURITY BUILDING,,L,5,500 N A ST,RICHMOND,IN,47374,39.8309,-84.894781,8143.0,,2000.0,1806,Greg Pence,Active,BUILDING,153732.4975,1251843727.1425,False
OH2428,SEAGATE ONE-FIFTH THIRD CENTER,,L,5,1 SEAGATE,TOLEDO,OH,43604,41.653251,-83.530548,25986.0,,1980.0,3909,Marcy Kaptur,Active,BUILDING,60189.59244,1564086749.14584,False
MT0705,ROOSEVILLE POE - BLDG #1 - MAIN PORT,ROOSVILLE BS,F,8,8395 HIGHWAY 93 NORTH,EUREKA,MT,59917,48.99828,-115.057,15551.25,,2002.0,3001,Ryan Zinke,Active,BUILDING,529240.6077,8230353000.494626,False
KS1538,LAWRENCE OFFICE CENTER,,L,6,1440 WAKARUSA DR,LAWRENCE,KS,66049,38.95838,-95.306171,8052.0,,2000.0,2001,Tracey Mann,Active,BUILDING,392365.6682,3159328360.3464003,False
OR6485,BLOCK 300,,L,10,333 SW 1ST AVE,PORTLAND,OR,97204,45.5201845,-122.67277,160580.0,,2000.0,4101,Suzanne Bonamici,Active,BUILDING,,,True
MO1832,BUCKEYE INDUSTR. PRK,,L,6,4241 NE 34TH ST,KANSAS CITY,MO,64117,39.15457,-94.527311,87993.0,,2000.0,2905,Emanuel Cleaver,Active,BUILDING,218069.9671,19188630615.0303,False
AK3308,SEAVIEW PLAZA,,L,10,302 RAILWAY AVE,SEWARD,AK,99664,60.1004965,-149.44163,922.0,,2000.0,200,Mary Peltola,Active,BUILDING,380272.5828,350611321.3416,False
AK3306,NPS HANGAR,,L,10,"LOT 2, BLOCK 4",YAKUTAT,AK,99689,59.8096909,-139.54873,4700.0,,2000.0,200,Mary Peltola,Active,BUILDING,,,True
SC2067,BULTMAN DRIVE BUILDING,,L,4,240 N BULTMAN DR,SUMTER,SC,29150,33.948711,-80.369816,9445.0,,2000.0,4505,Ralph Norman,Active,BUILDING,174760.8994,1650616694.833,False
WA7917,FOURTH & BATTERY BUILDING,,L,10,2401 4TH AVE,SEATTLE,WA,98121,47.61617,-122.34601,12867.0,,2000.0,5307,Pramila Jayapal,Active,BUILDING,587791.9798,7563119404.086599,False
IN0300,HAMMOND IN U.S. COURTHOUSE,,F,5,5400 FEDERAL PLZ,HAMMOND,IN,46320,41.61616,-87.519621,233069.93,,2002.0,1801,Frank Mrvan,Active,BUILDING,140163.2674,32667842921.489285,False
WV0312,MARTINSBURG CHILDCARE CENTER,,F,3,250 MURALL DRIVE,MARTINSBURG,WV,25430,39.3992028,-77.913747,8218.67,,1999.0,5402,Alexander Mooney,Active,BUILDING,385776.2335,3170567556.979445,False
ND1272,MUNICIPAL AIRPORT AUTHORITY,,L,8,WESTSIDE TERMINAL,FARGO,ND,58102,46.9198,-96.8257,1500.0,,2000.0,3800,Kelly Armstrong,Active,BUILDING,271212.8309,406819246.35,False
NJ4305,766 SHREWSBURY,,L,2,766 SHREWSBURY AVE,TINTON FALLS,NJ,7724,40.32216,-74.073861,5232.0,,2000.0,3404,Christopher Smith,Active,BUILDING,664084.8957,3474492174.3024,False
NM1578,COPPER LOOP,,L,7,1941 COPPER LOOP,LAS CRUCES,NM,88005,32.30461,-106.80722,4155.0,,2007.0,3502,Gabe Vasquez,Active,BUILDING,278600.5691,1157585364.6105,False
OK1554,KICKAPOO PLAZA,,L,7,1510 N KICKAPOO ST,SHAWNEE,OK,74804,35.3474024,-96.929902,2500.0,,2000.0,4005,Stephanie Bice,Active,BUILDING,223674.927,559187317.5,False
CA0372,OMLPOE STRUCTURED PARKING,OTAY MESA LPOE,F,9,9777 VIA DE LA AMISTAD,SAN DIEGO,CA,92154,32.551875,-116.93572,349.65,,2022.0,652,Juan Vargas,Active,BUILDING,735997.8467,257341647.098655,False
FL3170,"USPS MAIL FACILITY, MIAMI, FL",,L,4,11698 NW 25TH STREET,MIAMI,FL,33112,25.79748,-80.38454,16080.0,,2000.0,1226,Mario Diaz-Balart,Active,BUILDING,,,True
NY7289,OGDENSBURG BORDER STATION,,L,2,104 TROOPER SHAWN W. SNOW STREET,OGDENSBURG,NY,13669,44.7239511,-75.436509,33431.0,,2000.0,3621,Elise Stefanik,Active,BUILDING,112206.3507,3751170510.2517,False
PR3981,LUIS MUNOZ MARINE INTL AIRPORT,,L,2,LUIS MUNOZ MARIN INTL AIRPORT,SAN JUAN,PR,936,18.3829805,-66.064729,18862.0,,2000.0,7298,Jenniffer Gonzalez-Colon,Active,BUILDING,,,True
TX2211,EXECUTIVE PLAZA TX2211,,L,7,602 N BAIRD ST,MIDLAND,TX,79701,32.00357,-102.07297,2826.0,,2000.0,4811,August Pfluger,Active,BUILDING,215341.7414,608555761.1964,False
WV0301,RESEARCH RIDGE,,L,3,3596 COLLINS FERRY RD,MORGANTOWN,WV,26505,39.6677317,-79.977443,6280.0,,2000.0,5402,Alexander Mooney,Active,BUILDING,252392.542,1585025163.76,False
WA7639,PUYALLUP EXECUTIVE,,L,10,1011 E MAIN,PUYALLUP,WA,98372,47.1924702,-122.28098,2930.0,,2000.0,5310,Marilyn Strickland,Active,BUILDING,632353.7065,1852796360.0449998,False
SD1340,OUTLOOK SOUTH,,L,8,1825 CLEAR VIEW LANE,RAPID CITY,SD,57702,44.07516,-103.251,2119.0,,2003.0,4600,Dusty Johnson,Active,BUILDING,449768.0751,953058551.1369001,False
OR6540,MT HOOD NF HQ,,L,10,16400 CHAMPION WAY,SANDY,OR,97055,45.4049781,-122.29302,38952.0,,2000.0,4103,Earl Blumenauer,Active,BUILDING,519774.4781,20246255470.9512,False
DC0127,744 JACKSON,JACKSON PL COMPLEX,F,11,744 JACKSON PL NW,WASHINGTON,DC,20006,38.89987,-77.038271,2933.06,,1968.0,1198,Eleanor Norton,Active,BUILDING,243245.3048,713453073.696688,False
NY6443,HALMAR CARGO BLDG.,,L,2,BLDG 75 JFK AIRPORT,JAMAICA,NY,11430,40.6477545,-73.786445,79362.0,,2000.0,3605,Gregory Meeks,Active,BUILDING,,,True
NY7392,AMHERST DEVELOPMENT PARK,,L,2,6000 N BAILEY AVE,BUFFALO,NY,14226,42.9973077,-78.814686,2168.0,,2000.0,3626,Brian Higgins,Active,BUILDING,314776.2972,682435012.3296,False
FL0025,U.S. COURTHOUSE ANNEX,,F,4,401 W CENTRAL BLVD,ORLANDO,FL,32801,28.54291,-81.383861,321737.36,,2007.0,1210,Maxwell Frost,Active,BUILDING,364368.1096,117230833650.89465,False
TX0926,USBS BOTA EL PASO GANTRY,USBS BOTA EL PASO,F,7,3600 E PAISANO DR,EL PASO,TX,79905,31.767176,-106.44806,4805.01,,2012.0,4816,Veronica Escobar,Active,BUILDING,155078.619,745154315.0811901,False
AR1237,ARVEST BANK,,L,7,75 N EAST AVE,FAYETTEVILLE,AR,72701,36.063153,-94.159976,3925.0,,2000.0,503,Steve Womack,Active,BUILDING,383203.7145,1504074579.4125,False
KS1600,17501 W. 98TH ST. #41-37 & #44-47,,L,6,17501 W 98TH ST,LENEXA,KS,66219,38.95254,-94.787911,60000.0,,2008.0,2003,Sharice Davids,Active,BUILDING,454469.8234,27268189404.0,False
CA8048,106 PLAZA,,L,9,106 PLAZA DR,VALLEJO,CA,94591,38.1321,-122.21513,10100.0,,1999.0,608,John Garamendi,Active,BUILDING,604147.6639,6101891405.39,False
NY0425,NEW HAZMAT BLDG-ALEX BAY LPOE,ALEXANDRIA BAY LPOE,F,2,46719 U.S. INTERSTATE 81,ALEXANDRIA BAY,NY,13607,44.3407089,-75.981842,1046.43,,2021.0,3624,Claudia Tenney,Active,BUILDING,238733.0374,249817412.32648203,False
CA8405,995 HARDT STREET,,L,9,995 HARDT ST,SAN BERNARDINO,CA,92408,34.07228,-117.26443,39024.0,,2000.0,633,Pete Aguilar,Active,BUILDING,475284.9772,18547520950.2528,False
IN0535,BLDG 87 GSA FED CTR,JEFFERSONVILLE CTR,F,5,1201 E 10TH ST,JEFFERSONVILLE,IN,47130,38.2863194,-85.732535,7461.63,,1943.0,1809,Erin Houchin,Active,BUILDING,252650.7052,1885186081.441476,False
FL1017,ABC PARK,,L,4,24A INDUSTRIAL LOOP S,ORANGE PARK,FL,32073,30.1795225,-81.719149,160000.0,,2000.0,1204,Aaron Bean,Active,BUILDING,303527.6674,48564426784.0,False
DC4204,POSTAL PLZ SHOP CENTER,,L,3,1905 9TH ST NE,WASHINGTON,DC,20018,38.91671,-76.993251,7745.0,,2000.0,1198,Eleanor Norton,Active,BUILDING,569343.8538,4409568147.681001,False
NE1431,LINCOLN INDUSTRIAL PARK SOUTH,,L,6,5231 S 19TH ST,LINCOLN,NE,68512,40.76071,-96.695701,19000.0,,2000.0,3101,Mike Flood,Active,BUILDING,349221.5516,6635209480.400001,False
DC0660,SENTINEL SQUARE II,,L,11,1050 1ST ST NE,WASHINGTON,DC,20002,38.903445,-77.006223,99677.0,,2013.0,1198,Eleanor Norton,Active,BUILDING,632599.9883,63055669033.7791,False
CA7544,2603 RIVERSIDE DRIVE,,L,9,2603 RIVERSIDE DR,SUSANVILLE,CA,96130,40.41052,-120.63851,4450.0,,2005.0,601,Doug LaMalfa,Active,BUILDING,237264.1261,1055825361.145,False
TX2484,511 NORTH MAIN,,L,7,511 N MAIN ST,TEMPLE,TX,76501,31.1019685,-97.339184,11475.0,,2000.0,4831,John Carter,Active,BUILDING,192864.3135,2213117997.4125,False
VA0410,GUNSTON INDUS. PARK,,L,11,7002 NEWINGTON RD,LORTON,VA,22079,38.73879,-77.184261,38233.0,,2000.0,5111,Gerald Connolly,Active,BUILDING,681440.0122,26053495986.4426,False
MI3087,YANKEE BUILDING,,L,5,19503 E 8 MILE RD,ST. CLAIR SHORES,MI,48080,42.450676,-82.927228,8820.0,,2000.0,2610,John James,Active,BUILDING,224452.9886,1979675359.4520001,False
TX0965,USBS YSLETA EL PASO KENNELS,USBS YSLETA EL PASO,F,7,797 S ZARAGOZA RD,EL PASO,TX,79907,31.672322,-106.33443,4595.9,,1991.0,4823,Tony Gonzales,Active,BUILDING,173530.6505,797529516.6329498,False
OR6734,"MONTGOMERY PARK - ALBANY, OR",,L,10,321 1ST AVE E,ALBANY,OR,97321,44.6379772,-123.10219,3618.0,,2007.0,4105,Lori Chavez-DeRemer,Active,BUILDING,514516.9961,1861522491.8898,False
IL2223,WILLOWBROOK CENTER,,L,5,600 JOLIET RD,WILLOWBROOK,IL,60527,41.7471342,-87.937503,10872.0,,2000.0,1706,Sean Casten,Active,BUILDING,505279.8098,5493402092.1456,False
TN2270,"SSA BUILDING, GALLATIN, TN",,L,4,637 COMMONS DR,GALLATIN,TN,37066,36.37728,-86.458831,8487.0,,2010.0,4706,John Rose,Active,BUILDING,440978.1245,3742581342.6315,False
MP7293,D.Y. BUILDING,,L,9,BEACH RD,SAIPAN ISLAND,MP,96950,15.1703308,145.710575,3600.0,,2000.0,6998,Gregorio Sablan,Active,BUILDING,,,True
VT8108,166 SYCAMORE STREET,,L,1,166 SYCAMORE ST,WILLISTON,VT,5495,44.44591,-73.107961,28566.0,,2000.0,5000,Becca Balint,Active,BUILDING,595802.5939,17019696897.347399,False
OK1421,524 S.2ND STREET,,L,7,524 S 2ND ST,MCALESTER,OK,74501,34.9266632,-95.769309,9398.0,,2000.0,4002,Josh Brecheen,Active,BUILDING,147985.2457,1390765339.0886,False
CA8497,CAMPBELL SSA,,L,9,1480 W CAMPBELL AVE,CAMPBELL,CA,95008,37.2860296,-121.97635,8080.0,,2000.0,616,Anna Eshoo,Active,BUILDING,1823205.706,14731502104.48,False
NV7863,SSA BUILDING - NORTH LAS VEGAS,,L,9,4340 SIMMONS ST,NORTH LAS VEGAS,NV,89032,36.23827,-115.17946,18816.0,,2006.0,3204,Steven Horsford,Active,BUILDING,397843.8408,7485829708.4928,False
CA0309,ROBERT E. COYLE FEDERAL COURT,,F,9,2500 TULARE ST,FRESNO,CA,93721,36.73752,-119.78467,392763.3,,2005.0,621,Jim Costa,Active,BUILDING,201612.1285,79185844909.68405,False
TX2982,ASHFORD OAKS,,L,7,8122 DATAPOINT DR,SAN ANTONIO,TX,78229,29.51527,-98.568661,32316.0,,2000.0,4820,Joaquin Castro,Active,BUILDING,202270.9387,6536587655.0292,False
WI1772,300 NORTH BROADWAY,,L,5,300 N BROADWAY,GREEN BAY,WI,54303,44.51945,-88.019611,4302.0,,2000.0,5508,Mike Gallagher,Active,BUILDING,245067.5433,1054280571.2766,False
MI2210,3251 EVERGREEN DRIVE NE,,L,5,3251 EVERGREEN DR NE,GRAND RAPIDS,MI,49525,43.0166042,-85.589423,30664.0,,2008.0,2603,Hillary Scholten,Active,BUILDING,376912.4445,11557643198.147999,False
CA6747,2424 PROFESSIONAL PK,,L,9,2436 PROFESSIONAL PKWY,SANTA MARIA,CA,93455,34.91546,-120.43811,8510.0,,1994.0,624,Salud Carbajal,Active,BUILDING,694252.5202,5908088946.902,False
MT5362,POST OFFICE ANNEX,,L,8,119 1ST AVE N,GREAT FALLS,MT,59401,47.50674,-111.305,6470.51,,2000.0,3002,Matthew Rosendale,Active,BUILDING,283667.0668,1835470592.4000678,False
NC2277,COULBOURN BUILDING,,L,4,114 W WATER ST,WINDSOR,NC,27983,35.9930744,-76.944289,3026.0,,2000.0,3701,Donald Davis,Active,BUILDING,68542.55459,207409770.18934,False
VA3035,1650 KING STREET,,L,3,1650 KING ST,ALEXANDRIA,VA,22314,38.8061911,-77.058612,12435.0,,2000.0,5108,Donald Beyer,Active,BUILDING,848514.4551,10551277249.1685,False
NC2651,BROOKWOOD SSA BUILDING,,L,4,202 CHARTER ST,ALBEMARLE,NC,28001,35.349351,-80.155656,5950.0,,2010.0,3708,Dan Bishop,Active,BUILDING,257802.6406,1533925711.5700002,False
OK1401,410 OPAL AVE,,L,7,410 OPAL AVE,CLINTON,OK,73601,35.50543,-98.965751,4859.0,,2000.0,4003,Frank Lucas,Active,BUILDING,115064.9889,559100781.0651,False
OR6759,MILL POINT,,L,10,705 SW BONNETT WAY,BEND,OR,97702,44.04278,-121.32454,4346.0,,2000.0,4105,Lori Chavez-DeRemer,Active,BUILDING,695683.2967,3023439607.4582,False
CA7903,556 PASEO DOROTEA,,L,9,556 S PASEO DOROTEA,PALM SPRINGS,CA,92264,33.814847,-116.50177,7646.0,,2006.0,641,Ken Calvert,Active,BUILDING,596021.0523,4557176965.885799,False
FL3124,GUNN HWY BLDG,,L,4,4010 GUNN HWY,TAMPA,FL,33618,28.03918,-82.509931,3759.0,,2000.0,1214,Kathy Castor,Active,BUILDING,469233.3011,1763847978.8349,False
